Réservation au nom de ;Domaines ;Ressource  ;Description ;Heure - Durée ;Type;Dernière mise à jour
mono3;Camescope;Camescope HD n°2;Panasonic HC-VXF1;vendredi 25 mars 2022 14:00:00 - 2 jour(s) et 21 heure(s) ;Emprunt ;mercredi 23 mars 202215:46:20
mono3;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;vendredi 25 mars 2022 13:30:00 - 2 jour(s) et 23 heure(s) ;Emprunt ;mercredi 23 mars 202215:45:53
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mardi 29 mars 2022 12:00:00 - 2 heure(s) ;Emprunt ;mercredi 30 mars 202211:55:02
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;lundi 28 février 2022 17:00:00 - 4 semaine(s) et 22 heure(s) ;Emprunt ;mardi 01 mars 202209:37:52
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 30 mars 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;mercredi 30 mars 2022 08:00:00 - 4 heure(s) ;Emprunt ;mercredi 16 mars 202211:56:39
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;mercredi 30 mars 2022 11:00:00 - 3 heure(s) ;Emprunt ;mercredi 16 février 202215:47:14
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 30 mars 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 31 mars 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 31 mars 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono6;NOUVEAUX PC LONGUE DUREE;PC B LD n°16;Dell Latitude 3410 ;jeudi 03 mars 2022 16:00:00 - 3 semaine(s), 6 jour(s) et 21 heure(s) ;Emprunt ;jeudi 03 mars 202213:57:01
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 31 mars 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 01 avril 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono23;Videoprojecteur;VP 01 ;Epson EBW29;vendredi 01 avril 2022 09:00:00 - 3 jour(s) et 1 heure(s) ;Emprunt ;lundi 28 mars 202211:52:49
mono16;Camescope;Camescope HD n°5;Panasonic HC-VXF1;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 25 mars 202208:06:22
mono16;Camescope;Camescope HD n°6;Panasonic HC-VXF1;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 25 mars 202208:07:13
mono16;Enregistreur Numerique;Tascam mini n°4 ;DR-05;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 25 mars 202208:08:33
mono16;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 25 mars 202208:08:54
mono16;Enregistreur Numerique;Tascam mini n°3;DR-05;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 25 mars 202208:09:21
mono16;Trepied Photo / Vidéo;Trépied n°8 ;Manfrotto BeFree Pro;vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 01 avril 202210:58:54
mono16;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);vendredi 01 avril 2022 12:00:00 - 3 jour(s) ;Emprunt ;vendredi 01 avril 202211:20:46
mono16;Appareil Photo ;APN n°1;Bridge LUMIX;jeudi 31 mars 2022 14:00:00 - 4 jour(s) et 21 heure(s) ;Emprunt ;vendredi 25 mars 202208:57:11
mono12;Camescope;Camescope HD n°2;Panasonic HC-VXF1;mardi 05 avril 2022 15:00:00 - 19 heure(s) et 30 minute(s) ;Emprunt ;mercredi 06 avril 202210:27:29
mono12;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;mardi 05 avril 2022 15:00:00 - 19 heure(s) et 30 minute(s) ;Emprunt ;mercredi 06 avril 202210:27:40
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 06 avril 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono8;Enregistreur Numerique;Tascam mini n°6;DR-05;mercredi 30 mars 2022 13:00:00 - 1 semaine(s) et 30 minute(s) ;Emprunt ;mercredi 30 mars 202212:50:27
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 06 avril 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;mercredi 06 avril 2022 11:00:00 - 3 heure(s) ;Cours;mercredi 20 avril 202214:11:48
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 07 avril 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 07 avril 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 07 avril 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 08 avril 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono15;Camescope;Camescope HD n°2;Panasonic HC-VXF1;jeudi 07 avril 2022 14:00:00 - 1 jour(s), 3 heure(s) et 30 minute(s) ;Emprunt ;mercredi 13 avril 202211:10:00
mono15;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;jeudi 07 avril 2022 14:00:00 - 1 jour(s), 3 heure(s) et 30 minute(s) ;Emprunt ;mercredi 13 avril 202211:11:06
mono15;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);jeudi 07 avril 2022 14:00:00 - 1 jour(s), 3 heure(s) et 30 minute(s) ;Emprunt ;mercredi 13 avril 202211:11:27
mono16;Enregistreur Numerique;Tascam mini n°4 ;DR-05;vendredi 08 avril 2022 08:30:00 - 3 jour(s), 5 heure(s) et 30 minute(s) ;Emprunt ;vendredi 08 avril 202211:50:38
mono2;NOUVEAUX PC LONGUE DUREE;PC B LD n°11;Dell Latitude 3410;lundi 14 mars 2022 12:30:00 - 4 semaine(s), 4 heure(s) et 30 minute(s) ;Emprunt ;lundi 14 mars 202212:35:41
mono16;Enregistreur Numerique;Tascam mini n°6;DR-05;vendredi 08 avril 2022 08:30:00 - 3 jour(s), 9 heure(s) et 30 minute(s) ;Emprunt ;vendredi 08 avril 202212:57:22
mono18;Appareil Photo ;APN n°2;Bridge LUMIX;mardi 05 avril 2022 15:00:00 - 1 semaine(s) ;Emprunt ;mardi 05 avril 202215:27:35
mono24;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;mardi 05 avril 2022 17:00:00 - 1 semaine(s) et 1 heure(s) ;Emprunt ;mardi 05 avril 202217:32:30
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 13 avril 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 13 avril 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;mercredi 13 avril 2022 11:00:00 - 3 heure(s) ;Cours;mercredi 20 avril 202214:11:48
mono2;NOUVEAUX PC COURTE DUREE;PC B CD n°6;Dell Latitude 3410;mardi 12 avril 2022 10:00:00 - 1 jour(s) et 8 heure(s) ;Emprunt ;lundi 11 avril 202209:45:26
mono2;NOUVEAUX PC COURTE DUREE;PC B CD n°7;Dell Latitude 3410;mardi 12 avril 2022 10:00:00 - 1 jour(s) et 8 heure(s) ;Emprunt ;lundi 11 avril 202209:45:58
mono2;NOUVEAUX PC COURTE DUREE;PC B CD n°12;Dell Latitude 3410;mercredi 13 avril 2022 08:00:00 - 10 heure(s) ;Emprunt ;mercredi 13 avril 202208:58:08
mono2;NOUVEAUX PC COURTE DUREE;PC B CD n°11;Dell Latitude 3410;mercredi 13 avril 2022 08:00:00 - 1 jour(s) et 30 minute(s) ;Emprunt ;mercredi 13 avril 202208:57:04
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 14 avril 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 14 avril 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono13;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;jeudi 14 avril 2022 11:30:00 - 2 heure(s) et 30 minute(s) ;Cours;mercredi 13 avril 202209:18:59
mono2;Videoprojecteur;VP 17 ;Epson EB-W29;jeudi 14 avril 2022 14:00:00 - 2 heure(s) ;Cours;jeudi 14 avril 202214:19:21
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 14 avril 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 15 avril 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono16;Enregistreur Numerique;Tascam mini n°3;DR-05;lundi 11 avril 2022 08:00:00 - 4 jour(s) et 8 heure(s) ;Emprunt ;jeudi 07 avril 202212:43:01
mono16;Enregistreur Numerique;Tascam mini n°5;DR-05;lundi 11 avril 2022 08:00:00 - 4 jour(s) et 8 heure(s) ;Emprunt ;vendredi 08 avril 202211:50:02
mono18;Trepied Photo / Vidéo;Trépied n°3;Pas de sacoche ;jeudi 14 avril 2022 15:00:00 - 1 jour(s), 2 heure(s) et 30 minute(s) ;Emprunt ;vendredi 08 avril 202218:15:29
mono18;Micro filaire;Micro n°2;;jeudi 14 avril 2022 15:00:00 - 1 jour(s), 2 heure(s) et 30 minute(s) ;Emprunt ;vendredi 08 avril 202218:16:19
mono18;Camescope;Camescope HD n°5;Panasonic HC-VXF1;jeudi 14 avril 2022 15:00:00 - 1 jour(s), 2 heure(s) et 30 minute(s) ;Emprunt ;vendredi 08 avril 202218:16:36
mono13;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);jeudi 14 avril 2022 13:00:00 - 1 jour(s), 4 heure(s) et 30 minute(s) ;Emprunt ;vendredi 15 avril 202216:43:00
mono13;Camescope;Camescope HD n°2;Panasonic HC-VXF1;jeudi 14 avril 2022 13:00:00 - 1 jour(s) et 5 heure(s) ;Emprunt ;vendredi 15 avril 202216:42:31
mono13;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;jeudi 14 avril 2022 13:00:00 - 1 jour(s) et 5 heure(s) ;Emprunt ;vendredi 15 avril 202216:42:45
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 20 avril 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 20 avril 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;mercredi 20 avril 2022 11:00:00 - 3 heure(s) ;Cours;mercredi 20 avril 202214:11:48
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 21 avril 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 21 avril 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono23;NOUVEAUX PC COURTE DUREE;PC B CD n°5;Dell Latitude 3410;jeudi 21 avril 2022 12:00:00 - 30 minute(s) ;Emprunt ;jeudi 21 avril 202212:14:44
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 21 avril 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono7;NOUVEAUX PC LONGUE DUREE;PC B LD n°17;Dell Latitude 5520;lundi 11 avril 2022 14:00:00 - 1 semaine(s), 3 jour(s) et 19 heure(s) ;Emprunt ;lundi 11 avril 202217:36:55
mono25;Videoprojecteur;VP 02;Epson EB-W29;jeudi 21 avril 2022 17:00:00 - 16 heure(s) et 30 minute(s) ;Emprunt ;jeudi 21 avril 202217:02:10
mono10;NOUVEAUX PC COURTE DUREE;PC B CD n°11;Dell Latitude 3410;jeudi 21 avril 2022 10:00:00 - 1 jour(s) ;Emprunt ;mardi 12 avril 202216:32:39
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 22 avril 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono19;Enregistreur Numerique;Tascam mini n°4 ;DR-05;vendredi 15 avril 2022 17:00:00 - 1 semaine(s) ;Emprunt ;mercredi 13 avril 202211:28:23
mono25;Camescope;Camescope HD n°6;Panasonic HC-VXF1;jeudi 14 avril 2022 18:00:00 - 1 semaine(s) et 23 heure(s) ;Emprunt ;jeudi 21 avril 202218:09:29
mono2;Tablettes Ipad - Longue Durée;Ipad n°4;Ipad;mercredi 20 avril 2022 09:30:00 - 2 jour(s), 8 heure(s) et 30 minute(s) ;Emprunt ;mercredi 20 avril 202209:38:23
mono12;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;mardi 19 avril 2022 12:00:00 - 6 jour(s) et 4 heure(s) ;Emprunt ;mardi 19 avril 202212:09:05
mono25;Camescope;Camescope HD n°5;Panasonic HC-VXF1;mardi 19 avril 2022 08:00:00 - 6 jour(s) et 8 heure(s) ;Emprunt ;jeudi 21 avril 202216:01:32
mono13;Camescope;Camescope HD n°2;Panasonic HC-VXF1;jeudi 21 avril 2022 16:00:00 - 5 jour(s) et 19 heure(s) ;Emprunt ;jeudi 21 avril 202216:02:05
mono13;Trepied Photo / Vidéo;Trépied n°1;Manfrotto BeFree;jeudi 21 avril 2022 16:00:00 - 5 jour(s) et 19 heure(s) ;Emprunt ;jeudi 21 avril 202216:02:36
mono13;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);jeudi 21 avril 2022 16:00:00 - 5 jour(s) et 19 heure(s) ;Emprunt ;jeudi 21 avril 202216:03:05
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 27 avril 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono6;Enregistreur Numerique;Tascam mini n°3;DR-05;mercredi 20 avril 2022 12:30:00 - 1 semaine(s) ;Emprunt ;mercredi 20 avril 202212:29:46
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 27 avril 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono6;NOUVEAUX PC COURTE DUREE;PC B CD n°9;Dell Latitude 3410;mardi 29 mars 2022 16:30:00 - 4 semaine(s), 22 heure(s) et 30 minute(s) ;Emprunt ;mercredi 30 mars 202211:41:35
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 28 avril 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 28 avril 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono17;Appareil Photo ;APN n°1;Bridge LUMIX;jeudi 28 avril 2022 15:30:00 - 30 minute(s) ;Emprunt ;lundi 02 mai 202208:21:21
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 28 avril 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 29 avril 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono20;NOUVEAUX PC LONGUE DUREE;PC B LD n°9;DELL Latitude E5580;mercredi 30 mars 2022 08:00:00 - 4 semaine(s), 5 jour(s) et 6 heure(s) ;Emprunt ;lundi 02 mai 202212:08:56
mono8;NOUVEAUX PC COURTE DUREE;PC B CD n°12;Dell Latitude 3410;vendredi 22 avril 2022 09:00:00 - 1 semaine(s), 3 jour(s) et 9 heure(s) ;Emprunt ;vendredi 22 avril 202216:52:03
mono25;NOUVEAUX PC COURTE DUREE;PC B CD n°1 ;Dell Latitude 3410;lundi 02 mai 2022 14:30:00 - 18 heure(s) et 30 minute(s) ;Cours;lundi 02 mai 202214:45:15
mono17;Enregistreur Numerique;Tascam mini n°3;DR-05;mardi 03 mai 2022 10:30:00 - 6 heure(s) et 30 minute(s) ;Cours;lundi 25 avril 202216:05:11
mono17;Enregistreur Numerique;Tascam mini n°4 ;DR-05;mardi 03 mai 2022 10:30:00 - 6 heure(s) et 30 minute(s) ;Cours;lundi 25 avril 202216:07:02
mono8;Enregistreur Numerique;Tascam mini n°6;DR-05;jeudi 21 avril 2022 17:00:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;mercredi 27 avril 202213:38:47
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 04 mai 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 04 mai 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono18;Camescope;Camescope HD n°6;Panasonic HC-VXF1;vendredi 22 avril 2022 17:30:00 - 1 semaine(s) et 5 jour(s) ;Emprunt ;vendredi 22 avril 202218:15:34
mono20;NOUVEAUX PC COURTE DUREE;PC B CD n°3;DELL Latitude E5580;mercredi 04 mai 2022 09:00:00 - 9 heure(s) ;Emprunt ;mercredi 04 mai 202208:50:24
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 05 mai 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 05 mai 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono6;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;jeudi 05 mai 2022 10:30:00 - 3 heure(s) et 30 minute(s) ;Emprunt ;jeudi 05 mai 202210:44:54
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 05 mai 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono2;NOUVEAUX PC LONGUE DUREE;PC B LD n°14;Dell Latitude 3410;jeudi 07 avril 2022 17:00:00 - 4 semaine(s) et 1 heure(s) ;Emprunt ;jeudi 07 avril 202216:50:08
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 06 mai 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono7;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);vendredi 29 avril 2022 14:30:00 - 1 semaine(s) ;Emprunt ;vendredi 29 avril 202213:22:04
mono8;Camescope;Camescope HD n°8  ;Panasonic HC-VXF1;vendredi 29 avril 2022 14:00:00 - 1 semaine(s) et 4 heure(s) ;Emprunt ;mercredi 27 avril 202216:34:30
mono18;NOUVEAUX PC LONGUE DUREE;PC B LD n°2 ;DELL Latitude E5580 (attention CHARGEUR) !!!;lundi 14 mars 2022 16:30:00 - 7 semaine(s), 6 jour(s), 18 heure(s) et 30 minute(s) ;Emprunt ;mardi 12 avril 202212:13:32
mono11;Camescope;Camescope HD n°3 ;Panasonic HC-VXF1;jeudi 05 mai 2022 14:00:00 - 4 jour(s) et 4 heure(s) ;Emprunt ;jeudi 05 mai 202214:27:11
mono11;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;jeudi 05 mai 2022 14:00:00 - 4 jour(s) et 4 heure(s) ;Emprunt ;jeudi 05 mai 202214:28:05
mono18;Enregistreur Numerique;Tascam mini n°4 ;DR-05;vendredi 06 mai 2022 14:00:00 - 3 jour(s) et 20 heure(s) ;Emprunt ;vendredi 29 avril 202215:58:17
mono18;Enregistreur Numerique;Tascam mini n°2 ;DR-05 -  Sans câble USB;vendredi 06 mai 2022 14:00:00 - 3 jour(s) et 20 heure(s) ;Emprunt ;vendredi 06 mai 202214:17:42
mono3;Videoprojecteur;VP 01 ;Epson EBW29;mardi 10 mai 2022 08:30:00 - 3 heure(s) et 30 minute(s) ;Emprunt ;vendredi 06 mai 202211:15:26
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 11 mai 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 11 mai 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 12 mai 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 12 mai 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 12 mai 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 13 mai 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono2;Camescope;Camescope HD n°2;Panasonic HC-VXF1;mercredi 04 mai 2022 15:30:00 - 1 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mercredi 04 mai 202215:27:05
mono2;Enregistreur Numerique;Tascam mini n°7;Dr-05x;mercredi 04 mai 2022 15:30:00 - 1 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mercredi 04 mai 202215:27:35
mono2;Appareil Photo ;APN n°1;Bridge LUMIX;mercredi 04 mai 2022 15:30:00 - 1 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mercredi 04 mai 202215:39:10
mono2;Trepied Photo / Vidéo;Trépied n°5;Manfrotto BeFree;mercredi 04 mai 2022 15:30:00 - 1 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mercredi 04 mai 202215:39:35
mono2;Trepied Photo / Vidéo;Trépied n°8 ;Manfrotto BeFree Pro;mercredi 04 mai 2022 15:30:00 - 1 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;mercredi 04 mai 202215:39:45
mono18;NOUVEAUX PC LONGUE DUREE;PC B LD n°6;Dell Latitude 3410;mercredi 23 mars 2022 11:30:00 - 7 semaine(s), 4 jour(s), 20 heure(s) et 30 minute(s) ;Emprunt ;lundi 25 avril 202211:19:12
mono20;Videoprojecteur;VP 01 ;Epson EBW29;vendredi 13 mai 2022 16:00:00 - 2 jour(s) et 21 heure(s) ;Emprunt ;vendredi 13 mai 202216:07:47
mono25;NOUVEAUX PC LONGUE DUREE;PC B LD n°8;DELL Latitude E5580;lundi 02 mai 2022 15:00:00 - 2 semaine(s), 1 jour(s) et 1 heure(s) ;Emprunt ;lundi 02 mai 202212:07:56
mono6;Camescope;Camescope HD n°2;Panasonic HC-VXF1;lundi 16 mai 2022 15:30:00 - 1 jour(s) et 30 minute(s) ;Emprunt ;lundi 16 mai 202215:50:25
mono6;Trepied Photo / Vidéo;Trépied n°2;Manfrotto BeFree;lundi 16 mai 2022 15:30:00 - 1 jour(s) et 30 minute(s) ;Emprunt ;lundi 16 mai 202215:54:27
mono6;Trepied Photo / Vidéo;Trépied n°4;Manfrotto BeFree ;lundi 09 mai 2022 09:30:00 - 1 semaine(s), 1 jour(s), 7 heure(s) et 30 minute(s) ;Emprunt ;lundi 09 mai 202209:46:04
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;mercredi 18 mai 2022 08:00:00 - 4 heure(s) ;Cours;mercredi 26 janvier 202208:06:02
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;mercredi 18 mai 2022 08:00:00 - 6 heure(s) ;Cours;vendredi 18 février 202217:59:19
mono3;Micro Cravate NON PRO;Micro Cravate n°1;Sony ECM AW3(T);lundi 09 mai 2022 09:00:00 - 1 semaine(s), 2 jour(s) et 8 heure(s) ;Emprunt ;mardi 17 mai 202216:43:30
mono11;Videoprojecteur;VP 01 ;Epson EBW29;jeudi 19 mai 2022 10:00:00 - 2 heure(s) ;Cours;jeudi 27 janvier 202209:36:34
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°10;Dell Latitude 3410;jeudi 19 mai 2022 10:00:00 - 2 heure(s) ;Cours;mercredi 06 avril 202217:03:16
mono18;Camescope;Camescope HD n°5;Panasonic HC-VXF1;jeudi 12 mai 2022 17:30:00 - 6 jour(s) et 22 heure(s) ;Emprunt ;jeudi 12 mai 202217:39:31
mono3;NOUVEAUX PC LONGUE DUREE;PC B LD n°13;Dell Latitude 3410;mardi 07 décembre 2021 16:00:00 - 23 semaine(s), 1 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;lundi 25 avril 202210:55:04
mono18;Enregistreur Numerique;Tascam mini n°8;Dr-05x;jeudi 12 mai 2022 17:30:00 - 6 jour(s), 23 heure(s) et 30 minute(s) ;Emprunt ;jeudi 12 mai 202217:32:18
mono11;NOUVEAUX PC COURTE DUREE;PC B CD n°2;DELL Latitude E5580;jeudi 19 mai 2022 08:00:00 - 10 heure(s) ;Cours;mercredi 26 janvier 202208:06:53
mono3;NOUVEAUX PC COURTE DUREE;PC B CD N 13;DELL LATITUDE 5520 ;vendredi 20 mai 2022 12:00:00 - 2 heure(s) ;Cours;mercredi 09 février 202213:53:49
mono20;Appareil Photo ;APN n°1;Bridge LUMIX;vendredi 13 mai 2022 15:00:00 - 1 semaine(s) ;Emprunt ;vendredi 13 mai 202215:41:44
mono3;Camescope;Camescope HD n°8  ;Panasonic HC-VXF1;lundi 09 mai 2022 09:00:00 - 1 semaine(s), 4 jour(s), 7 heure(s) et 30 minute(s) ;Emprunt ;mercredi 18 mai 202216:46:39
